Price History: TLT-US,,,,,,,,,,
,,,,,,,,,,
.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Price,CVol,% Change,Open,Low,High,NAV,Total Return (Gross),% Return,Cumulative Return %
05/19/11,95.27,8067370,-0.04,94.46,94.46,95.32,95.18,113.15,-0.04,29.51
05/20/11,95.32,5602558,0.05,95.02,94.72,95.41,95.29,113.21,0.05,29.57
05/23/11,95.78,6346041,0.48,95.73,95.59,96.19,95.71,113.75,0.48,30.20
05/24/11,96.14,5549151,0.38,95.64,95.46,96.14,95.93,114.18,0.38,30.69
05/25/11,95.69,5665370,-0.47,96.15,95.54,96.28,95.58,113.65,-0.47,30.08
05/26/11,96.51,8311586,0.86,95.97,95.89,96.55,96.54,114.62,0.86,31.19
05/27/11,96.47,5390680,-0.04,96.13,95.88,96.51,96.32,114.57,-0.04,31.14
05/31/11,96.69,7004589,0.23,96.18,96.09,96.76,96.68,114.84,0.23,31.44
06/01/11,97.64,12747960,0.98,96.92,96.89,97.72,97.43,116.38,1.35,33.21
06/02/11,95.78,15738780,-1.90,96.49,95.78,96.91,95.83,114.16,-1.90,30.67
06/03/11,96.33,10644190,0.57,96.58,95.57,96.60,96.16,114.82,0.57,31.42
06/06/11,95.60,8776818,-0.76,95.47,95.21,95.99,95.69,113.95,-0.76,30.42
06/07/11,96.04,7407540,0.46,95.23,95.12,96.06,95.63,114.47,0.46,31.02
06/08/11,96.79,8928072,0.78,96.26,96.17,96.84,96.56,115.37,0.78,32.05
06/09/11,96.40,9962913,-0.40,97.10,95.93,97.33,96.36,114.90,-0.40,31.51
06/10/11,97.14,7710729,0.77,96.91,96.80,97.39,97.00,115.79,0.77,32.52
06/13/11,96.65,5540140,-0.50,96.74,96.64,97.29,96.67,115.20,-0.50,31.86
06/14/11,95.19,8672662,-1.51,95.74,95.13,95.90,95.18,113.46,-1.51,29.86
06/15/11,96.92,12979050,1.82,95.38,95.37,96.94,96.79,115.52,1.82,32.22
06/16/11,97.36,10961210,0.45,97.10,96.80,97.53,97.46,116.05,0.45,32.82
06/17/11,96.90,9622850,-0.47,96.86,96.64,97.15,96.81,115.50,-0.47,32.20
06/20/11,97.02,6613995,0.12,97.33,96.59,97.36,96.82,115.64,0.12,32.36
06/21/11,96.59,7898711,-0.44,96.70,96.27,97.03,96.59,115.13,-0.44,31.77
06/22/11,96.65,5505637,0.06,96.96,96.41,97.06,96.63,115.20,0.06,31.86
06/23/11,97.39,8587584,0.77,97.24,97.15,97.74,97.57,116.08,0.77,32.86
06/24/11,96.98,7960827,-0.42,97.36,96.98,97.69,97.28,115.60,-0.42,32.31
06/27/11,95.65,9331437,-1.37,96.85,95.55,96.87,95.61,114.01,-1.37,30.49
06/28/11,94.88,12634250,-0.81,95.48,94.72,95.68,94.83,113.09,-0.81,29.44
06/29/11,94.25,11084830,-0.66,94.95,94.02,95.20,94.30,112.34,-0.66,28.58
06/30/11,94.10,11555560,-0.16,94.23,93.14,94.31,94.13,112.16,-0.16,28.38
07/01/11,93.63,6637186,-0.50,94.13,93.37,94.23,93.49,111.98,-0.16,28.17
07/05/11,93.84,4615755,0.22,94.04,93.69,94.17,93.77,112.23,0.22,28.46
07/06/11,94.32,5653198,0.51,94.19,93.84,94.45,94.31,112.81,0.51,29.12
07/07/11,94.04,6824639,-0.30,93.83,93.55,94.15,94.06,112.47,-0.30,28.73
07/08/11,95.37,12129240,1.41,94.84,94.83,95.61,95.57,114.06,1.41,30.55
07/11/11,96.80,9760755,1.50,96.04,95.75,96.80,96.69,115.77,1.50,32.51
07/12/11,97.13,9090769,0.34,97.30,96.56,97.31,96.90,116.17,0.34,32.96
07/13/11,97.40,13119570,0.28,96.71,96.11,97.43,97.13,116.49,0.28,33.33
07/14/11,96.01,11472110,-1.43,96.62,96.01,97.90,96.11,114.83,-1.43,31.43
07/15/11,96.17,7086625,0.17,95.29,95.24,96.20,96.00,115.02,0.17,31.65
07/18/11,95.24,8206444,-0.97,96.06,95.20,96.17,95.47,113.91,-0.97,30.38
07/19/11,97.22,15249370,2.08,95.32,95.17,97.27,96.95,116.28,2.08,33.09
07/20/11,96.07,9673214,-1.18,96.72,95.87,96.84,95.89,114.90,-1.18,31.51
07/21/11,95.33,11095800,-0.77,95.24,94.90,95.86,95.14,114.02,-0.77,30.50
07/22/11,96.05,4974442,0.76,95.69,95.53,96.09,95.97,114.88,0.76,31.48
07/25/11,95.00,10869370,-1.09,94.97,94.83,96.05,95.02,113.62,-1.09,30.05
07/26/11,95.65,7682708,0.68,95.30,95.24,95.87,95.79,114.40,0.68,30.94
07/27/11,95.66,11229120,0.01,95.34,95.10,95.84,95.75,114.41,0.01,30.95
07/28/11,96.02,7081715,0.38,96.11,95.71,96.31,96.13,114.84,0.38,31.44
07/29/11,97.92,19582350,1.98,96.89,96.78,98.53,98.06,117.11,1.98,34.04
08/01/11,98.58,14348410,0.67,97.39,97.35,98.94,98.75,118.29,1.01,35.39
08/02/11,101.54,20850510,3.00,99.22,98.89,101.57,101.23,121.84,3.00,39.46
08/03/11,101.74,21180050,0.20,101.57,101.36,103.42,101.98,122.08,0.20,39.73
08/04/11,105.36,34077770,3.56,102.38,102.27,105.55,104.59,126.43,3.56,44.70
08/05/11,102.32,41677900,-2.89,103.44,102.28,105.50,102.83,122.78,-2.89,40.53
08/08/11,105.55,38266000,3.16,103.18,102.95,105.79,105.58,126.66,3.16,44.97
08/09/11,105.87,39882330,0.30,105.01,103.00,109.37,107.29,127.04,0.30,45.40
08/10/11,109.02,46221040,2.98,107.63,106.94,109.07,107.94,130.82,2.98,49.73
08/11/11,103.52,37790246,-5.04,107.34,103.20,107.81,103.54,124.22,-5.04,42.18
08/12/11,105.57,15590710,1.98,104.44,104.07,105.66,105.47,126.68,1.98,44.99
08/15/11,104.50,10051650,-1.01,104.94,104.47,105.48,104.76,125.40,-1.01,43.52
08/16/11,106.23,15993120,1.66,104.66,104.63,106.64,106.49,127.47,1.66,45.90
08/17/11,108.09,15906540,1.75,106.32,105.77,108.10,107.91,129.70,1.75,48.45
08/18/11,110.31,27274530,2.05,110.09,109.28,112.14,110.18,132.37,2.05,51.50
08/19/11,111.20,15708900,0.81,110.65,110.23,111.41,111.09,133.44,0.81,52.72
08/22/11,110.92,13160190,-0.25,110.46,110.39,111.26,110.94,133.10,-0.25,52.34
08/23/11,109.39,16017900,-1.38,109.76,109.35,111.17,109.51,131.26,-1.38,50.24
08/24/11,106.28,14621990,-2.84,109.29,106.15,109.41,106.97,127.53,-2.84,45.97
08/25/11,107.43,10566790,1.08,106.69,106.36,107.90,107.44,128.91,1.08,47.55
08/26/11,108.49,11504780,0.99,108.69,107.33,109.27,108.45,130.18,0.99,49.00
08/29/11,106.99,6764296,-1.38,106.70,106.60,107.40,106.93,128.38,-1.38,46.94
08/30/11,108.71,9508630,1.61,108.43,108.25,109.15,108.96,130.45,1.61,49.31
08/31/11,107.03,12186520,-1.55,108.81,107.03,108.96,107.49,128.43,-1.55,47.00
09/01/11,108.97,10686620,1.81,107.47,106.08,108.98,108.65,131.15,2.11,50.11
09/02/11,112.51,16557320,3.25,111.39,110.66,112.58,112.43,135.41,3.25,54.98
09/06/11,113.68,14016830,1.04,114.42,113.39,114.93,113.46,136.82,1.04,56.59
09/07/11,111.51,11524280,-1.91,112.28,111.31,112.37,111.61,134.20,-1.91,53.60
09/08/11,112.51,11481570,0.90,112.30,111.34,112.63,112.45,135.41,0.90,54.98
09/09/11,113.71,11492630,1.07,112.54,112.21,114.18,113.69,136.85,1.07,56.63
09/12/11,113.83,7602169,0.11,113.57,113.10,114.25,113.92,137.00,0.11,56.80
09/13/11,112.21,9282360,-1.42,113.40,112.11,113.59,112.31,135.05,-1.42,54.57
09/14/11,113.16,11952410,0.85,111.97,111.82,113.35,112.69,136.19,0.85,55.88
09/15/11,111.43,8883989,-1.53,111.98,111.43,112.49,111.72,134.11,-1.53,53.49
09/16/11,112.24,10053420,0.73,111.31,111.25,112.59,111.91,135.08,0.73,54.61
09/19/11,114.38,13033670,1.91,114.20,114.12,115.19,114.83,137.66,1.91,57.56
09/20/11,114.86,6360590,0.42,114.37,114.05,114.87,114.52,138.24,0.42,58.22
09/21/11,118.66,18687070,3.31,114.63,114.20,118.79,118.19,142.81,3.31,63.45
09/22/11,123.12,25043270,3.76,121.41,121.23,123.87,123.36,148.18,3.76,69.60
09/23/11,120.83,15173750,-1.86,123.12,120.83,123.36,121.40,145.42,-1.86,66.44
09/26/11,118.89,15111440,-1.61,120.12,118.58,120.57,118.63,143.09,-1.61,63.77
09/27/11,117.07,13589510,-1.53,116.75,116.26,117.30,116.27,140.90,-1.53,61.26
09/28/11,117.03,12642850,-0.03,116.90,115.76,117.11,116.87,140.85,-0.03,61.21
09/29/11,117.84,12341900,0.69,117.61,117.09,118.82,118.72,141.82,0.69,62.32
09/30/11,120.80,13547250,2.51,120.02,118.99,120.91,120.40,145.38,2.51,66.40
10/03/11,123.81,15882650,2.49,121.88,121.11,123.81,123.50,149.38,2.74,70.97
10/04/11,122.24,17301560,-1.27,124.37,122.18,125.03,123.52,147.48,-1.27,68.80
10/05/11,121.36,14275350,-0.72,121.66,120.66,121.78,120.90,146.42,-0.72,67.59
10/06/11,119.12,9682402,-1.85,120.64,119.12,121.01,119.46,143.72,-1.85,64.49
10/07/11,118.24,11564530,-0.74,117.75,116.85,119.05,118.05,142.65,-0.74,63.28
10/10/11,116.57,3567730,-1.41,116.82,115.80,116.91,118.08,140.64,-1.41,60.97
10/11/11,116.18,7520113,-0.33,117.29,115.90,117.36,116.21,140.17,-0.33,60.43
10/12/11,114.49,14033400,-1.45,114.70,113.48,115.12,114.22,138.13,-1.45,58.10
10/13/11,115.63,11264000,1.00,115.03,114.96,116.55,115.68,139.51,1.00,59.67
10/14/11,113.95,8410961,-1.45,113.88,113.61,114.61,114.27,137.48,-1.45,57.35
10/17/11,115.92,9668809,1.73,114.30,114.22,115.97,115.81,139.86,1.73,60.07
10/18/11,115.20,12495570,-0.62,116.14,114.30,116.82,115.48,138.99,-0.62,59.08
10/19/11,115.16,6629256,-0.03,114.54,114.16,115.74,115.19,138.94,-0.03,59.02
10/20/11,114.34,7832019,-0.71,114.46,114.07,115.67,114.56,137.95,-0.71,57.89
10/21/11,113.13,9906282,-1.06,113.86,113.13,114.20,113.55,136.49,-1.06,56.22
10/24/11,113.32,6344484,0.17,113.93,113.05,114.08,113.14,136.72,0.17,56.48
10/25/11,116.20,11791370,2.54,113.38,113.35,116.35,115.76,140.19,2.54,60.46
10/26/11,114.17,12746920,-1.75,115.39,114.07,116.21,114.24,137.74,-1.75,57.66
10/27/11,110.30,19474500,-3.39,112.52,109.82,112.85,109.96,133.08,-3.39,52.31
10/28/11,111.46,10127840,1.05,110.90,110.76,111.96,111.82,134.48,1.05,53.91
10/31/11,115.88,15242450,3.97,113.61,113.46,115.88,114.69,139.81,3.97,60.02
11/01/11,119.45,24400680,3.08,118.71,117.17,119.49,118.37,144.48,3.34,65.36
11/02/11,117.96,13181690,-1.25,116.63,116.42,118.36,117.70,142.67,-1.25,63.30
11/03/11,116.34,8386678,-1.37,116.34,115.99,117.35,116.13,140.71,-1.37,61.06
11/04/11,116.48,7583667,0.12,115.72,115.53,117.05,116.46,140.88,0.12,61.25
11/07/11,117.22,9279668,0.64,116.64,116.32,118.35,117.81,141.78,0.64,62.27
11/08/11,115.72,7539784,-1.28,116.75,115.50,117.54,116.01,139.96,-1.28,60.20
11/09/11,118.12,13004490,2.07,118.26,117.07,119.13,118.27,142.87,2.07,63.52
11/10/11,116.36,11644980,-1.49,116.78,115.21,117.61,116.33,140.74,-1.49,61.08
11/11/11,115.65,2483889,-0.61,115.83,115.50,116.17,116.34,139.88,-0.61,60.10
11/14/11,117.51,9252519,1.61,116.39,116.21,117.60,117.21,142.13,1.61,62.68
11/15/11,117.35,7587448,-0.14,117.70,116.72,118.46,117.10,141.94,-0.14,62.45
11/16/11,118.42,7469974,0.91,117.96,117.18,118.43,117.98,143.23,0.91,63.94
11/17/11,119.37,9907881,0.80,118.04,118.04,120.16,119.63,144.38,0.80,65.25
11/18/11,119.34,6794440,-0.03,119.18,118.32,119.55,119.13,144.34,-0.03,65.21
11/21/11,120.05,7345739,0.59,120.38,119.91,120.73,120.33,145.20,0.59,66.19
11/22/11,121.39,7866399,1.12,120.35,119.85,121.41,121.06,146.82,1.12,68.05
11/23/11,122.58,10129290,0.98,121.16,121.03,123.05,122.88,148.26,0.98,69.69
11/25/11,120.80,4311861,-1.45,121.80,120.74,121.87,120.77,146.11,-1.45,67.23
11/28/11,120.74,7661838,-0.05,118.63,118.58,121.15,121.02,146.04,-0.05,67.15
11/29/11,119.75,8952729,-0.82,120.03,119.08,120.92,120.18,144.84,-0.82,65.78
11/30/11,117.88,11806770,-1.56,118.34,117.26,118.56,117.89,142.58,-1.56,63.19
12/01/11,117.00,9647137,-0.75,116.29,115.80,117.24,116.22,141.86,-0.50,62.37
12/02/11,118.64,7764842,1.40,116.62,116.56,118.68,118.24,143.85,1.40,64.65
12/05/11,118.40,7862774,-0.20,117.00,116.88,118.83,118.11,143.56,-0.20,64.31
12/06/11,117.27,8506263,-0.95,117.81,116.77,118.29,116.82,142.19,-0.95,62.75
12/07/11,117.69,6588269,0.36,117.33,116.85,118.24,118.17,142.70,0.36,63.33
12/08/11,119.16,8800733,1.25,117.72,117.41,119.33,119.12,144.48,1.25,65.37
12/09/11,116.71,9855172,-2.06,119.07,116.63,119.13,116.97,141.51,-2.06,61.97
12/12/11,118.01,5734508,1.11,117.91,117.61,118.49,118.21,143.09,1.11,63.77
12/13/11,119.11,8905182,0.93,117.28,117.16,119.63,119.23,144.42,0.93,65.30
12/14/11,121.36,11247670,1.89,119.79,119.49,121.39,121.22,147.15,1.89,68.42
12/15/11,120.91,5438609,-0.37,120.66,120.37,121.32,120.76,146.60,-0.37,67.80
12/16/11,122.32,9321865,1.17,121.38,121.29,122.62,122.31,148.31,1.17,69.75
12/19/11,123.87,7845311,1.27,122.32,122.26,124.02,123.46,150.19,1.27,71.90
12/20/11,120.78,13946800,-2.49,122.66,120.61,122.67,120.81,146.45,-2.49,67.62
12/21/11,119.10,11600080,-1.39,120.63,119.07,120.83,119.24,144.41,-1.39,65.29
12/22/11,119.60,5247376,0.42,120.00,119.35,120.42,119.68,145.02,0.42,65.98
12/23/11,118.27,5409903,-1.11,118.56,117.74,118.71,117.70,143.40,-1.11,64.13
12/27/11,118.45,4270459,0.15,117.94,117.62,118.45,118.15,144.08,0.47,64.91
12/28/11,120.64,8302411,1.85,118.74,118.45,121.05,121.03,146.75,1.85,67.96
12/29/11,120.86,4304960,0.18,120.48,120.06,121.09,120.81,147.01,0.18,68.27
12/30/11,121.25,5948796,0.32,121.11,120.89,121.76,121.22,147.49,0.32,68.81
01/03/12,119.43,9076885,-1.50,119.42,118.93,120.20,119.06,145.27,-1.50,66.27
01/04/12,118.01,8417068,-1.19,119.26,117.68,119.28,118.07,143.55,-1.19,64.30
01/05/12,117.80,6465775,-0.18,118.17,117.57,119.10,117.81,143.29,-0.18,64.01
01/06/12,118.73,7348438,0.79,117.75,117.71,118.96,118.63,144.42,0.79,65.30
01/09/12,118.52,5582580,-0.18,118.47,118.30,119.54,118.45,144.17,-0.18,65.01
01/10/12,118.32,8932484,-0.17,117.73,117.68,118.87,118.46,143.92,-0.17,64.73
01/11/12,119.86,8634406,1.30,119.04,118.98,120.06,119.88,145.80,1.30,66.87
01/12/12,119.69,7205319,-0.14,119.95,119.24,120.19,119.47,145.59,-0.14,66.64
01/13/12,120.88,9818911,0.99,121.10,120.81,121.64,121.09,147.04,0.99,68.29
01/17/12,121.44,5449836,0.46,120.95,120.83,121.63,121.41,147.72,0.46,69.07
01/18/12,119.97,5803975,-1.21,121.53,119.91,121.61,120.11,145.93,-1.21,67.03
01/19/12,118.32,8626694,-1.38,119.33,117.92,119.56,118.37,143.92,-1.38,64.73
01/20/12,116.98,6548394,-1.13,117.71,116.97,117.96,117.13,142.29,-1.13,62.86
01/23/12,116.24,7274802,-0.63,116.13,115.55,116.64,116.24,141.39,-0.63,61.83
01/24/12,116.45,5776852,0.18,116.71,115.78,116.71,116.03,141.65,0.18,62.13
01/25/12,116.17,12867570,-0.24,116.06,115.89,118.53,116.24,141.31,-0.24,61.74
01/26/12,117.71,7638469,1.33,116.65,116.59,117.71,117.51,143.18,1.33,63.88
01/27/12,118.08,5165361,0.31,117.83,117.01,118.33,118.05,143.63,0.31,64.40
01/30/12,119.47,8388363,1.18,119.84,119.34,120.39,119.83,145.32,1.18,66.33
01/31/12,120.85,7998257,1.16,119.26,119.19,120.91,120.89,147.00,1.16,68.25
02/01/12,119.18,7926220,-1.38,119.75,118.81,119.90,118.91,145.32,-1.14,66.33
02/02/12,119.13,5596854,-0.04,118.96,118.64,119.48,118.99,145.26,-0.04,66.26
02/03/12,116.57,12467700,-2.15,116.46,115.97,116.80,116.17,142.14,-2.15,62.69
02/06/12,117.73,6182944,1.00,116.69,116.34,117.80,117.51,143.55,1.00,64.31
02/07/12,116.27,8803036,-1.24,116.62,115.77,116.88,116.45,141.77,-1.24,62.27
02/08/12,116.36,7614647,0.08,116.20,115.98,116.79,116.45,141.88,0.08,62.39
02/09/12,115.49,11477840,-0.75,115.86,114.62,116.04,115.44,140.82,-0.75,61.18
02/10/12,116.99,7193085,1.30,116.80,116.52,117.33,116.95,142.65,1.30,63.27
02/13/12,117.14,6422849,0.13,116.60,116.44,117.37,116.66,142.83,0.13,63.48
02/14/12,117.76,8271310,0.53,117.44,117.23,118.28,118.23,143.59,0.53,64.35
02/15/12,117.55,6846276,-0.18,117.66,117.49,118.27,117.61,143.33,-0.18,64.05
02/16/12,116.61,9036469,-0.80,117.27,116.13,117.60,116.47,142.19,-0.80,62.74
02/17/12,116.58,6338146,-0.03,115.86,115.76,116.61,116.14,142.15,-0.03,62.70
02/21/12,115.29,8341017,-1.11,115.77,114.95,115.92,115.61,140.58,-1.11,60.90
02/22/12,116.74,7736910,1.26,115.89,115.81,116.76,116.47,142.35,1.26,62.93
02/23/12,116.74,5164243,-0.01,116.14,115.93,117.22,116.94,142.34,-0.01,62.92
02/24/12,117.50,5676829,0.65,117.23,116.95,117.58,117.47,143.27,0.65,63.98
02/27/12,118.54,8181453,0.89,118.50,118.12,118.85,118.66,144.54,0.89,65.44
02/28/12,118.15,6615652,-0.33,118.87,117.94,119.14,118.27,144.07,-0.33,64.89
02/29/12,117.43,14236460,-0.61,118.37,116.96,118.42,117.76,143.19,-0.61,63.89
03/01/12,116.06,12265620,-1.17,116.17,115.54,116.68,116.08,141.84,-0.94,62.35
03/02/12,117.15,6669512,0.94,116.60,116.55,117.48,116.93,143.17,0.94,63.87
03/05/12,116.22,6923588,-0.79,116.96,116.22,117.44,116.44,142.04,-0.79,62.57
03/06/12,117.63,6299634,1.21,117.45,117.44,118.11,117.70,143.76,1.21,64.54
03/07/12,116.91,5567472,-0.61,117.46,116.81,117.61,116.95,142.88,-0.61,63.54
03/08/12,115.74,7982219,-1.00,116.32,115.64,116.57,115.87,141.45,-1.00,61.90
03/09/12,115.97,6975597,0.20,115.49,114.90,115.99,115.51,141.73,0.20,62.22
03/12/12,115.95,5280557,-0.02,116.32,115.87,116.52,115.93,141.71,-0.02,62.19
03/13/12,113.91,14414920,-1.76,115.27,113.89,115.41,114.41,139.21,-1.76,59.34
03/14/12,111.04,24515310,-2.52,112.70,110.95,112.75,111.25,135.71,-2.52,55.32
03/15/12,111.21,14155010,0.15,110.90,110.88,111.74,111.23,135.91,0.15,55.56
03/16/12,111.43,13427700,0.20,110.50,110.20,111.44,111.19,136.18,0.20,55.87
03/19/12,110.10,14011860,-1.19,111.36,109.69,111.48,109.99,134.56,-1.19,54.01
03/20/12,110.54,9444099,0.40,110.43,109.85,110.87,110.31,135.10,0.40,54.63
03/21/12,111.79,10242230,1.13,110.86,110.81,111.89,111.82,136.62,1.13,56.37
03/22/12,112.15,8009886,0.32,112.29,111.87,112.37,112.08,137.06,0.32,56.88
03/23/12,113.21,8465542,0.95,112.69,112.66,113.39,113.07,138.36,0.95,58.36
03/26/12,112.63,8118600,-0.51,112.83,111.80,113.01,112.79,137.65,-0.51,57.55
03/27/12,113.44,6972602,0.72,112.78,112.70,113.70,113.36,138.64,0.72,58.68
03/28/12,113.28,7885996,-0.14,112.92,112.85,113.94,113.33,138.44,-0.14,58.46
03/29/12,114.13,7692976,0.75,114.02,113.58,114.19,114.00,139.48,0.75,59.65
03/30/12,112.20,9467448,-1.69,114.21,112.19,114.27,112.52,137.12,-1.69,56.95
04/02/12,112.53,8944053,0.29,113.00,112.20,113.30,112.42,137.88,0.55,57.81
04/03/12,110.58,14774280,-1.73,113.01,110.57,113.44,111.10,135.49,-1.73,55.08
04/04/12,112.10,10095600,1.37,111.77,111.41,112.12,111.73,137.36,1.37,57.21
04/05/12,112.91,6364219,0.72,113.00,112.33,113.07,112.82,138.35,0.72,58.35
04/09/12,115.55,14379610,2.34,115.54,115.24,115.77,115.70,141.58,2.34,62.05
04/10/12,116.86,14421420,1.13,115.95,115.78,117.29,116.63,143.19,1.13,63.89
04/11/12,115.46,8712928,-1.20,115.71,115.35,116.06,115.66,141.47,-1.20,61.92
04/12/12,114.98,9008577,-0.42,115.67,114.82,115.75,115.17,140.88,-0.42,61.25
04/13/12,116.84,8607985,1.62,116.15,116.12,116.90,116.40,143.16,1.62,63.86
04/16/12,116.67,7734950,-0.15,116.70,116.57,117.60,117.16,142.96,-0.15,63.62
04/17/12,116.60,5398578,-0.06,116.53,116.25,116.83,116.33,142.87,-0.06,63.52
04/18/12,116.94,4074331,0.29,117.05,116.73,117.12,116.93,143.29,0.29,64.00
04/19/12,117.05,5374260,0.09,117.25,117.02,117.47,117.29,143.42,0.09,64.15
04/20/12,117.07,5044169,0.02,116.56,116.33,117.13,116.90,143.45,0.02,64.18
04/23/12,117.92,5170664,0.73,118.11,117.80,118.41,117.87,144.49,0.73,65.37
04/24/12,117.09,4336567,-0.70,117.61,117.08,117.76,117.28,143.47,-0.70,64.21
04/25/12,116.49,8859429,-0.51,116.41,115.69,117.32,116.60,142.73,-0.51,63.37
04/26/12,117.19,5134789,0.60,117.42,116.59,117.46,116.87,143.59,0.60,64.35
04/27/12,117.29,3112817,0.09,117.02,116.79,117.36,117.26,143.71,0.09,64.49
04/30/12,117.32,4198334,0.03,117.57,117.19,117.75,117.45,143.75,0.03,64.53
05/01/12,116.43,7215001,-0.76,117.43,116.07,117.62,116.13,143.01,-0.52,63.68
05/02/12,117.25,3565869,0.70,117.22,116.80,117.32,117.10,144.02,0.70,64.83
05/03/12,117.22,3522807,-0.03,116.64,116.56,117.37,117.15,143.98,-0.03,64.79
05/04/12,118.14,6367227,0.78,117.48,117.40,118.19,118.00,145.11,0.78,66.09
05/07/12,118.16,3228158,0.02,118.32,118.02,118.46,118.16,145.13,0.02,66.11
05/08/12,118.79,6051598,0.53,118.69,118.66,119.51,119.04,145.91,0.53,67.00
05/09/12,118.87,5828828,0.07,119.45,118.44,119.57,118.78,146.01,0.07,67.11
05/10/12,118.52,6303209,-0.29,118.02,117.44,118.62,118.52,145.58,-0.29,66.62
05/11/12,119.50,5236222,0.83,119.49,118.96,119.60,119.49,146.78,0.83,68.00
05/14/12,121.17,8789541,1.40,120.87,120.60,121.30,120.92,148.83,1.40,70.35
05/15/12,121.66,6766374,0.40,121.09,120.82,121.73,121.27,149.43,0.40,71.03
05/16/12,122.01,6465152,0.29,120.98,120.72,122.18,121.82,149.86,0.29,71.53
05/17/12,124.17,14863880,1.77,122.03,122.02,124.28,124.01,152.52,1.77,74.56
05/18/12,124.20,10137900,0.02,123.27,123.11,124.44,124.29,152.55,0.02,74.61
05/21/12,123.94,9585766,-0.21,123.90,123.62,124.45,124.20,152.23,-0.21,74.24
05/22/12,122.56,12476770,-1.11,122.75,122.06,122.88,122.11,150.54,-1.11,72.30
05/23/12,123.41,11744890,0.69,123.55,123.36,124.52,124.26,151.58,0.69,73.49
05/24/12,122.94,10257190,-0.38,123.23,122.75,123.79,123.13,151.00,-0.38,72.83
05/25/12,123.40,4723541,0.37,123.43,123.14,123.54,123.15,151.57,0.37,73.48
05/29/12,123.02,5874172,-0.31,123.39,123.00,123.81,123.29,151.10,-0.31,72.95
05/30/12,126.14,17171370,2.54,125.32,125.30,126.32,126.04,154.94,2.54,77.33
05/31/12,127.60,31176340,1.16,127.03,126.67,129.08,127.06,156.73,1.16,79.38
06/01/12,130.36,23526830,2.16,128.87,128.53,130.38,129.82,160.44,2.37,83.63
06/04/12,129.33,11681950,-0.79,129.31,128.94,130.18,129.13,159.17,-0.79,82.18
06/05/12,127.60,12483510,-1.34,128.53,127.59,128.64,127.90,157.04,-1.34,79.75
06/06/12,125.05,20808310,-2.00,127.56,125.05,127.60,125.65,153.91,-2.00,76.15
06/07/12,125.24,18901310,0.15,124.65,124.39,125.74,124.79,154.14,0.15,76.42
06/08/12,125.21,11239640,-0.02,126.75,124.57,126.95,124.66,154.10,-0.02,76.38
06/11/12,125.78,10693790,0.46,124.79,124.77,126.21,125.71,154.80,0.46,77.18
06/12/12,124.63,10921680,-0.91,124.97,124.50,125.63,124.57,153.39,-0.91,75.56
06/13/12,125.86,11100170,0.99,124.85,124.38,126.28,125.95,154.90,0.99,77.30
06/14/12,125.70,7688149,-0.13,125.95,125.19,126.28,125.97,154.71,-0.13,77.07
06/15/12,126.40,6421386,0.56,126.58,126.14,126.85,126.32,155.57,0.56,78.06
06/18/12,127.08,6698323,0.54,127.15,126.26,127.34,126.67,156.40,0.54,79.01
06/19/12,125.42,8233200,-1.31,126.28,125.33,126.37,125.57,154.36,-1.31,76.68
06/20/12,126.04,13721110,0.49,124.58,124.09,126.51,125.74,155.12,0.49,77.55
06/21/12,126.71,9777395,0.53,125.95,125.89,127.25,126.61,155.95,0.53,78.49
06/22/12,125.02,7830552,-1.33,125.90,125.01,126.22,125.10,153.87,-1.33,76.11
06/25/12,126.84,6114752,1.46,126.36,126.27,127.02,126.80,156.11,1.46,78.68
06/26/12,126.34,5359664,-0.39,126.11,125.94,126.95,126.43,155.49,-0.39,77.97
06/27/12,126.54,5860922,0.16,126.56,126.03,126.79,126.55,155.74,0.16,78.25
06/28/12,126.85,5257890,0.24,127.30,126.79,127.48,127.18,156.12,0.24,78.69
06/29/12,125.20,8882175,-1.30,125.03,124.63,125.63,124.86,154.09,-1.30,76.37
07/02/12,126.22,7818429,0.81,125.45,125.37,127.21,126.57,155.68,1.03,78.18
07/03/12,125.25,5773778,-0.77,125.95,125.21,126.00,125.25,154.48,-0.77,76.81
07/05/12,125.89,5977153,0.51,125.35,125.25,126.32,125.79,155.27,0.51,77.72
07/06/12,127.06,5819078,0.93,126.67,126.61,127.21,127.08,156.71,0.93,79.37
07/09/12,128.18,5646969,0.88,127.38,127.11,128.26,128.13,158.09,0.88,80.95
07/10/12,128.44,4288087,0.20,127.86,127.72,128.74,128.69,158.41,0.20,81.31
07/11/12,128.60,5960873,0.12,128.59,128.26,129.47,128.81,158.61,0.12,81.54
07/12/12,129.51,6421874,0.71,129.05,128.90,129.56,129.46,159.73,0.71,82.83
07/13/12,129.17,4175473,-0.26,129.23,128.60,129.24,128.98,159.32,-0.26,82.35
07/16/12,129.77,5283451,0.46,130.30,129.61,130.61,129.88,160.06,0.46,83.19
07/17/12,128.75,5591917,-0.79,129.26,128.64,129.82,128.80,158.80,-0.79,81.75
